Id,Code1,Code2,Code3,Wellbeing,Happy,Sad,Pain,Stress,Tired,Meaning,Interact,Day,Employment,Sex,School,Salary,Children
20210301210707,5,4,1,1,3,0,0,1,0,3,2,1,1,1,-1,100000,0
20210301210707,12,3,12,1,2,0,0,2,1,3,2,1,1,1,-1,100000,0
20210301210707,12,3,3,1,3,3,0,1,4,0,2,1,1,1,-1,100000,0
20210301210736,12,3,3,1,3,0,0,0,4,4,2,7,1,2,-1,115384,0
20210301210736,5,1,1,1,3,0,0,3,3,4,1,7,1,2,-1,115384,0
20210301210736,11,1,1,1,5,0,0,5,3,6,1,7,1,2,-1,115384,0
20210301210787,12,3,5,1,4,2,0,2,2,3,2,4,5,2,-1,-1,0
20210301210787,12,3,3,1,2,2,0,2,2,2,2,4,5,2,-1,-1,0
20210301210787,11,1,1,1,3,2,0,2,3,3,2,4,5,2,-1,-1,0
20210301210810,11,1,1,1,5,0,0,0,0,6,2,1,1,2,-1,173076,1
20210301210810,2,2,1,1,5,0,0,0,2,6,2,1,1,2,-1,173076,1
20210301210810,12,3,3,1,5,0,0,0,2,5,1,1,1,2,-1,173076,1
20210301210817,12,3,3,1,5,3,2,0,3,0,1,7,5,2,-1,-1,0
20210301210817,14,1,2,1,3,0,2,0,0,5,1,7,5,2,-1,-1,0
20210301210817,12,3,3,1,6,0,2,0,3,0,1,7,5,2,-1,-1,0
20210301210831,2,6,1,1,6,0,0,0,3,6,2,5,1,2,-1,288461,0
20210301210831,18,14,1,1,6,0,0,3,6,6,2,5,1,2,-1,288461,0
20210301210831,11,1,1,1,6,0,0,0,6,6,1,5,1,2,-1,288461,0
20210301210834,11,1,1,1,5,0,0,2,0,5,2,6,4,2,-1,-1,0
20210301210834,11,1,1,1,5,0,0,1,0,3,2,6,4,2,-1,-1,0
20210301210834,18,2,9,1,5,0,0,1,0,1,1,6,4,2,-1,-1,0
20210301210955,11,1,1,1,2,6,0,6,0,6,2,7,5,2,-1,-1,0
20210301210955,50,1,1,1,3,6,4,4,3,-2,2,7,5,2,-1,-1,0
20210301210955,12,3,1,1,0,6,0,0,0,4,2,7,5,2,-1,-1,0
20210301211003,5,1,1,1,4,0,0,3,2,4,2,6,1,1,-1,240384,1
20210301211003,12,3,3,1,2,1,0,2,1,2,2,6,1,1,-1,240384,1
20210301211003,18,7,3,1,3,0,0,1,2,1,2,6,1,1,-1,240384,1
20210301211007,2,2,1,1,6,0,0,0,0,6,1,4,5,2,-1,-1,0
20210301211007,2,1,1,1,6,0,0,0,0,6,2,4,5,2,-1,-1,0
20210301211007,11,1,1,1,6,0,0,0,0,6,1,4,5,2,-1,-1,0
20210301211047,11,1,1,1,5,0,0,0,0,6,1,3,1,1,2,40000,0
20210301211047,5,1,1,1,5,0,0,0,0,6,1,3,1,1,2,40000,0
20210301211047,18,5,1,1,6,0,0,0,0,6,2,3,1,1,2,40000,0
20210301211076,5,1,1,1,5,0,0,3,0,6,1,2,1,1,2,288461,3
20210301211076,11,1,1,1,6,0,0,2,2,6,1,2,1,1,2,288461,3
20210301211076,3,1,1,1,5,0,0,2,4,6,1,2,1,1,2,288461,3
20210301211098,2,1,2,1,4,0,0,0,0,2,1,1,1,2,2,80000,0
20210301211098,2,1,2,1,4,0,0,0,0,2,1,1,1,2,2,80000,0
20210301211098,11,1,1,1,5,0,0,0,0,2,1,1,1,2,2,80000,0
20210301211106,18,2,3,1,4,0,1,4,1,6,2,3,5,1,-1,-1,1
20210301211106,11,1,1,1,6,0,2,1,5,5,2,3,5,1,-1,-1,1
20210301211106,18,7,2,1,5,0,1,1,5,5,2,3,5,1,-1,-1,1
20210301211116,5,1,1,1,6,0,0,2,4,5,1,7,1,1,2,100000,2
20210301211116,11,1,1,1,6,0,0,2,4,6,1,7,1,1,2,100000,2
20210301211116,18,5,1,1,6,0,0,2,5,6,2,7,1,1,2,100000,2
20210301211121,11,1,1,1,3,1,1,2,1,4,2,7,1,1,2,288461,2
20210301211121,11,1,1,1,4,2,2,2,3,5,1,7,1,1,2,288461,2
20210301211121,12,3,3,1,5,1,0,1,4,2,1,7,1,1,2,288461,2
20210301211130,13,1,31,1,4,0,0,0,0,6,2,1,5,1,-1,-1,0
20210301211130,12,3,3,1,5,0,0,0,0,3,2,1,5,1,-1,-1,0
20210301211130,12,3,3,1,5,0,0,0,0,3,2,1,5,1,-1,-1,0
20210301211142,12,3,3,1,4,0,0,3,0,3,1,6,5,1,-1,-1,0
20210301211142,2,1,1,1,4,0,0,0,0,3,1,6,5,1,-1,-1,0
20210301211142,18,7,1,1,4,0,0,0,0,4,2,6,5,1,-1,-1,0
20210301211154,11,1,1,1,6,0,0,0,2,3,2,1,1,2,2,144230,2
20210301211154,11,1,1,1,6,0,0,0,0,6,1,1,1,2,2,144230,2
20210301211154,18,1,1,1,4,0,0,0,2,3,1,1,1,2,2,144230,2
20210301211169,7,1,1,1,5,0,0,2,3,3,1,1,1,2,1,57692,2
20210301211169,2,2,1,1,5,0,0,1,3,4,2,1,1,2,1,57692,2
20210301211169,12,3,3,1,5,0,0,1,2,5,1,1,1,2,1,57692,2
20210301211182,18,5,1,1,5,0,0,0,3,6,2,4,1,1,-1,70500,0
20210301211182,8,4,1,1,4,0,0,0,2,3,2,4,1,1,-1,70500,0
20210301211182,18,4,5,1,5,0,0,0,2,5,2,4,1,1,-1,70500,0
20210301211205,12,3,1,1,6,6,3,6,5,6,2,1,5,1,-1,-1,0
20210301211205,12,3,3,1,0,0,0,0,0,5,2,1,5,1,-1,-1,0
20210301211251,5,1,1,1,5,0,4,3,5,6,1,5,2,1,-1,-1,0
20210301211251,2,9,3,1,5,0,4,0,3,5,1,5,2,1,-1,-1,0
20210301211251,12,3,12,1,5,0,4,3,5,6,1,5,2,1,-1,-1,0
20210301211260,14,1,2,1,6,6,6,0,-2,6,2,1,5,2,-1,-1,0
20210301211260,11,1,1,1,-3,-3,6,6,6,-3,-3,1,5,2,-1,-1,0
20210301211260,2,5,1,1,-3,-3,-3,-3,-3,-3,-3,1,5,2,-1,-1,0
20210301211270,8,4,1,1,3,0,3,3,4,6,1,6,5,2,-1,-1,0
20210301211270,12,3,3,1,3,4,5,3,5,2,2,6,5,2,-1,-1,0
20210301211270,11,1,1,1,4,0,4,4,5,1,1,6,5,2,-1,-1,0
20210301211276,18,5,1,1,5,0,0,0,0,3,2,5,1,1,2,140000,1
20210301211276,11,1,1,1,6,0,0,0,0,5,2,5,1,1,2,140000,1
20210301211276,12,3,12,1,6,0,0,0,2,5,2,5,1,1,2,140000,1
20210301211280,18,5,1,1,4,0,4,2,3,6,1,6,1,1,2,101600,2
20210301211280,5,1,1,1,3,0,4,5,4,3,1,6,1,1,2,101600,2
20210301211280,12,3,3,1,4,0,4,2,5,2,1,6,1,1,2,101600,2
20210301211283,11,1,1,1,4,0,2,0,2,6,1,4,1,1,-1,30800,0
20210301211283,18,5,1,1,6,0,3,2,4,5,2,4,1,1,-1,30800,0
20210301211283,12,3,3,1,6,2,4,4,6,6,1,4,1,1,-1,30800,0
20210301211354,2,7,1,1,4,0,0,0,0,4,1,1,1,1,2,130000,2
20210301211354,50,1,3,1,4,0,0,0,0,4,1,1,1,1,2,130000,2
20210301211354,7,1,4,1,4,0,0,0,0,3,1,1,1,1,2,130000,2
20210301211381,12,3,3,1,6,0,0,0,0,6,1,1,3,2,2,-1,0
20210301211381,11,1,1,1,6,0,0,1,0,6,1,1,3,2,2,-1,0
20210301211381,12,1,1,1,6,0,0,1,0,6,1,1,3,2,2,-1,0
20210301211430,18,18,1,1,3,0,0,0,2,0,1,6,5,2,-1,-1,0
20210301211430,18,99,99,1,6,0,0,0,2,6,1,6,5,2,-1,-1,0
20210301211430,12,3,3,1,3,0,0,0,2,3,1,6,5,2,-1,-1,0
20210301211461,12,3,8,1,4,0,0,0,5,5,2,7,1,2,2,125000,0
20210301211461,11,1,1,1,5,0,0,0,3,6,2,7,1,2,2,125000,0
20210301211461,12,3,7,1,6,0,2,0,4,6,1,7,1,2,2,125000,0
20210301211481,3,1,10,1,5,0,0,2,3,6,1,5,5,2,2,-1,1
20210301211481,18,7,4,1,4,0,0,0,3,0,1,5,5,2,2,-1,1
20210301211481,3,1,1,1,2,0,0,0,4,0,1,5,5,2,2,-1,1
20210301211485,2,1,1,1,3,3,1,0,0,3,1,7,1,2,-1,-1,0
20210301211485,12,3,3,1,5,1,0,0,0,6,1,7,1,2,-1,-1,0
20210301211485,12,3,3,1,5,1,0,0,0,6,1,7,1,2,-1,-1,0
20210301211514,18,7,1,1,6,0,0,0,0,6,1,1,1,2,-1,80000,0
20210301211514,18,7,1,1,6,0,0,0,0,6,1,1,1,2,-1,80000,0
20210301211514,12,3,3,1,6,0,0,0,0,6,1,1,1,2,-1,80000,0
20210301211519,14,1,2,1,5,0,0,0,0,6,1,7,1,2,-1,43200,0
20210301211519,11,1,1,1,5,0,0,0,3,6,1,7,1,2,-1,43200,0
20210301211544,5,1,1,1,6,6,5,3,6,6,1,7,1,2,-1,33000,0
20210301211544,18,5,1,1,6,6,6,3,6,6,1,7,1,2,-1,33000,0
20210301211544,11,1,1,1,6,6,6,0,6,6,1,7,1,2,-1,33000,0
20210301211548,5,1,1,1,5,0,0,1,2,6,1,2,1,2,2,163461,0
20210301211548,12,3,7,1,6,0,0,0,0,6,2,2,1,2,2,163461,0
20210301211548,13,1,9,1,6,0,0,0,0,6,2,2,1,2,2,163461,0
20210301211557,11,1,1,1,0,1,0,1,2,0,1,5,1,1,-1,125000,2
20210301211557,5,1,1,1,1,0,0,1,2,0,1,5,1,1,-1,125000,2
20210301211557,2,2,3,1,0,0,0,0,3,0,1,5,1,1,-1,125000,2
20210301211560,8,5,1,1,5,0,3,0,3,3,2,7,5,1,-1,-1,0
20210301211560,12,3,3,1,6,0,2,0,2,3,2,7,5,1,-1,-1,0
20210301211560,12,1,1,1,0,0,0,0,0,0,2,7,5,1,-1,-1,0
20210301211576,18,7,2,1,4,0,0,2,5,1,2,5,1,2,2,86538,0
20210301211576,11,1,1,1,4,0,0,1,5,2,1,5,1,2,2,86538,0
20210301211576,2,6,1,1,4,0,0,4,5,5,2,5,1,2,2,86538,0
20210301211580,11,1,1,1,5,0,0,0,2,0,1,7,1,2,2,50000,2
20210301211580,12,3,1,1,3,0,0,0,4,3,2,7,1,2,2,50000,2
20210301211580,3,1,1,1,4,0,0,0,0,6,2,7,1,2,2,50000,2
20210301211666,18,8,4,1,6,0,0,0,0,5,1,2,1,2,-1,-1,0
20210301211666,7,1,4,1,5,0,0,3,0,5,2,2,1,2,-1,-1,0
20210301211666,7,1,2,1,5,0,0,3,0,5,2,2,1,2,-1,-1,0
20210301211714,11,1,1,1,0,0,0,0,0,0,1,7,5,2,-1,-1,0
20210301211714,11,1,1,1,0,0,0,0,3,0,1,7,5,2,-1,-1,0
20210301211714,12,3,12,1,0,0,0,0,0,1,1,7,5,2,-1,-1,0
20210301211730,3,1,1,1,5,0,2,0,0,6,1,7,5,2,2,-1,3
20210301211730,3,1,1,1,6,0,0,0,0,6,1,7,5,2,2,-1,3
20210301211730,11,1,1,1,6,0,0,0,0,6,1,7,5,2,2,-1,3
20210301211737,5,1,1,1,6,0,1,3,0,6,1,3,1,1,2,115384,1
20210301211737,11,1,1,1,6,0,1,2,1,6,1,3,1,1,2,115384,1
20210301211737,12,3,3,1,4,0,1,1,6,5,2,3,1,1,2,115384,1
20210301211742,3,1,1,1,5,0,0,1,2,5,1,1,1,2,1,76923,2
20210301211742,12,1,1,1,4,0,0,0,2,5,1,1,1,2,1,76923,2
20210301211742,6,3,1,1,3,0,0,2,2,4,2,1,1,2,1,76923,2
20210301211764,2,2,1,1,6,0,0,0,2,5,1,1,4,1,2,-1,0
20210301211764,2,5,1,1,6,6,0,0,3,6,1,1,4,1,2,-1,0
20210301211764,13,1,31,1,6,0,0,0,0,6,1,1,4,1,2,-1,0
20210301211775,1,3,1,1,5,1,3,0,3,5,1,7,5,1,-1,-1,0
20210301211775,2,2,1,1,4,0,1,0,2,5,2,7,5,1,-1,-1,0
20210301211775,2,2,3,1,4,1,1,0,2,4,1,7,5,1,-1,-1,0
20210301211845,4,1,12,1,6,0,0,0,0,0,2,7,5,2,-1,-1,0
20210301211845,12,3,1,1,6,0,0,0,4,5,2,7,5,2,-1,-1,0
20210301211845,2,2,1,1,0,0,0,0,0,0,2,7,5,2,-1,-1,0
20210301211856,11,1,1,1,3,0,1,1,5,0,2,7,1,1,2,-1,0
20210301211856,16,1,99,1,4,0,0,0,1,3,1,7,1,1,2,-1,0
20210301211856,5,1,1,1,5,0,0,0,1,4,1,7,1,1,2,-1,0
20210301211862,12,3,3,1,4,0,6,0,4,4,2,6,5,2,-1,-1,0
20210301211862,11,1,1,1,4,0,6,0,4,4,2,6,5,2,-1,-1,0
20210301211862,11,1,1,1,4,0,5,0,0,5,2,6,5,2,-1,-1,0
20210301211870,12,3,3,1,6,0,0,0,0,6,1,3,5,2,2,-1,0
20210301211870,7,1,1,1,6,0,0,0,0,6,1,3,5,2,2,-1,0
20210301211870,2,1,4,1,6,0,0,0,0,6,1,3,5,2,2,-1,0
20210301211905,11,1,1,1,4,0,0,4,3,6,2,7,1,2,-1,24300,0
20210301211905,18,12,2,1,5,0,0,0,6,6,1,7,1,2,-1,24300,0
20210301211913,11,1,1,1,3,0,0,5,5,5,2,7,1,2,2,192307,0
20210301211913,5,1,1,1,3,4,3,5,5,5,2,7,1,2,2,192307,0
20210301211913,18,5,1,1,4,1,2,2,5,0,2,7,1,2,2,192307,0
20210301211916,5,1,1,1,4,0,0,4,1,6,1,5,1,1,2,250000,2
20210301211916,18,5,1,1,4,0,0,4,1,1,1,5,1,1,2,250000,2
20210301211916,12,1,1,1,4,0,0,3,5,5,1,5,1,1,2,250000,2
20210301211954,11,1,1,1,0,0,0,0,0,0,1,4,5,1,-1,-1,0
20210301211954,2,2,1,1,0,1,0,1,1,0,1,4,5,1,-1,-1,0
20210301211954,12,3,3,1,0,1,0,1,1,0,1,4,5,1,-1,-1,0
20210301211977,11,1,1,1,6,0,0,2,1,4,1,1,1,1,-1,76923,0
20210301211977,18,7,4,1,5,1,0,1,2,5,1,1,1,1,-1,76923,0
20210301211977,2,2,3,1,4,1,4,2,4,4,2,1,1,1,-1,76923,0
20210301211995,12,3,12,1,5,0,0,0,0,6,1,7,4,2,2,-1,3
20210301211995,18,3,5,1,3,0,0,1,3,3,1,7,4,2,2,-1,3
20210301211995,18,3,5,1,3,0,0,1,1,0,1,7,4,2,2,-1,3
20210301212065,50,1,1,1,6,0,0,0,2,6,2,4,1,2,-1,36000,3
20210301212065,18,5,1,1,5,0,0,2,2,6,2,4,1,2,-1,36000,3
20210301212065,11,1,1,1,5,0,0,0,5,5,2,4,1,2,-1,36000,3
20210301212082,18,13,1,1,5,0,0,0,1,3,1,7,1,1,2,53280,0
20210301212082,12,3,7,1,4,0,0,1,2,2,1,7,1,1,2,53280,0
20210301212082,18,7,4,1,3,0,0,0,2,2,2,7,1,1,2,53280,0
20210301212083,12,3,3,1,5,3,0,0,0,5,2,2,5,1,-1,-1,0
20210301212083,13,1,4,1,0,0,0,0,0,0,2,2,5,1,-1,-1,0
20210301212083,12,3,3,1,5,0,0,0,0,0,2,2,5,1,-1,-1,0
20210301212086,3,1,1,1,6,0,0,0,0,6,1,1,5,2,2,-1,4
20210301212086,2,2,1,1,6,0,0,0,0,6,1,1,5,2,2,-1,4
20210301212086,12,3,3,1,6,0,0,0,0,6,1,1,5,2,2,-1,4
20210301212092,4,1,3,1,6,0,1,0,2,6,2,1,1,1,-1,-1,0
20210301212092,18,12,3,1,6,0,0,0,0,6,1,1,1,1,-1,-1,0
20210301212092,12,3,3,1,6,0,0,0,0,6,1,1,1,1,-1,-1,0
20210301212102,18,7,1,1,4,0,0,0,1,3,1,5,5,2,-1,-1,0
20210301212102,12,3,3,1,4,0,0,1,0,3,2,5,5,2,-1,-1,0
20210301212102,11,1,1,1,5,0,0,0,0,5,1,5,5,2,-1,-1,0
20210301212126,2,6,1,1,5,0,0,0,3,5,2,1,1,2,2,58200,0
20210301212126,12,3,3,1,5,0,4,0,5,4,1,1,1,2,2,58200,0
20210301212126,2,6,2,1,4,0,4,0,6,4,2,1,1,2,2,58200,0
20210301212155,11,1,1,1,6,0,2,0,2,6,1,6,1,1,2,64400,3
20210301212155,5,1,1,1,6,0,2,2,0,5,1,6,1,1,2,64400,3
20210301212155,12,3,3,1,6,0,0,0,0,6,1,6,1,1,2,64400,3
20210301212164,5,1,1,1,3,0,0,2,1,6,1,3,1,2,-1,175000,0
20210301212164,11,1,1,1,5,0,0,2,5,5,1,3,1,2,-1,175000,0
20210301212164,2,2,3,1,4,0,1,1,5,0,1,3,1,2,-1,175000,0
20210301212169,11,1,1,1,4,0,0,1,0,4,1,3,1,1,2,119230,0
20210301212169,5,1,1,1,2,3,1,4,0,1,1,3,1,1,2,119230,0
20210301212169,12,3,3,1,4,1,0,0,5,5,2,3,1,1,2,119230,0
20210301212178,2,2,1,1,4,0,0,2,0,5,2,2,1,1,-1,136000,1
20210301212178,18,5,1,1,3,0,0,3,1,6,2,2,1,1,-1,136000,1
20210301212178,4,1,2,1,6,0,0,0,3,6,1,2,1,1,-1,136000,1
20210301212179,5,1,1,1,6,0,0,4,6,4,1,6,1,2,2,230746,2
20210301212179,2,2,1,1,5,0,0,4,6,5,1,6,1,2,2,230746,2
20210301212179,5,1,1,1,5,0,0,5,6,3,1,6,1,2,2,230746,2
20210301212237,2,2,1,1,6,0,0,0,2,6,1,7,5,2,2,-1,1
20210301212237,2,2,3,1,6,0,0,0,4,6,1,7,5,2,2,-1,1
20210301212237,12,3,3,1,6,0,0,0,1,6,1,7,5,2,2,-1,1
20210301212242,14,1,2,1,5,0,0,0,0,6,2,4,5,2,2,-1,0
20210301212242,7,1,1,1,5,0,0,0,4,5,1,4,5,2,2,-1,0
20210301212242,2,1,4,1,5,0,0,0,4,5,2,4,5,2,2,-1,0
20210301212294,11,1,1,1,5,0,0,0,5,6,2,7,1,2,2,75000,1
20210301212294,18,7,1,1,3,0,0,0,0,-2,1,7,1,2,2,75000,1
20210301212294,11,1,1,1,3,0,0,0,3,3,1,7,1,2,2,75000,1
20210301212305,11,1,1,1,4,3,5,5,3,4,2,7,5,1,-1,-1,0
20210301212305,2,2,1,1,3,5,4,4,3,4,2,7,5,1,-1,-1,0
20210301212305,11,1,1,1,3,3,4,4,4,3,2,7,5,1,-1,-1,0
20210301212328,2,5,1,1,6,0,0,0,3,6,1,1,1,2,2,64000,2
20210301212328,12,3,3,1,6,0,3,0,6,6,1,1,1,2,2,64000,2
20210301212328,2,1,2,1,6,0,3,0,5,6,1,1,1,2,2,64000,2
20210301212344,13,1,31,1,5,0,4,1,2,6,1,3,5,1,-1,-1,0
20210301212344,18,7,1,1,5,0,2,1,2,6,1,3,5,1,-1,-1,0
20210301212344,11,1,1,1,5,0,1,1,2,5,1,3,5,1,-1,-1,0
20210302210004,11,1,1,1,4,0,0,3,2,3,2,3,1,2,2,125000,2
20210302210004,11,1,1,1,3,0,0,3,2,5,1,3,1,2,2,125000,2
20210302210004,12,3,1,1,3,0,0,0,4,3,2,3,1,2,2,125000,2
20210302210005,11,1,1,1,4,2,3,2,1,1,1,4,4,2,-1,-1,0
20210302210005,2,2,1,1,4,0,0,0,0,4,1,4,4,2,-1,-1,0
20210302210005,11,1,1,1,5,0,0,0,0,4,2,4,4,2,-1,-1,0
20210302210007,2,1,1,1,0,2,0,4,3,2,1,4,1,2,2,100000,2
20210302210007,2,2,3,1,0,3,0,4,3,2,1,4,1,2,2,100000,2
20210302210007,5,1,1,1,1,1,2,3,2,0,1,4,1,2,2,100000,2
20210302210008,2,5,1,1,6,0,2,0,0,6,1,2,5,1,-1,-1,0
20210302210008,11,1,1,1,6,0,4,0,2,6,2,2,5,1,-1,-1,0
20210302210008,11,1,1,1,6,0,5,0,4,6,2,2,5,1,-1,-1,0
20210302210015,7,1,1,1,3,0,0,0,0,3,1,1,1,1,2,169423,3
20210302210015,18,7,1,1,3,0,0,0,0,3,1,1,1,1,2,169423,3
20210302210015,2,1,4,1,3,0,0,0,0,2,1,1,1,1,2,169423,3
20210302210021,7,1,4,1,6,0,0,0,0,6,1,3,1,2,-1,-1,0
20210302210021,18,4,1,1,6,0,0,0,0,6,1,3,1,2,-1,-1,0
20210302210021,7,1,3,1,6,0,0,0,0,6,1,3,1,2,-1,-1,0
20210302210023,11,1,1,1,6,0,5,2,2,6,2,7,5,2,-1,-1,0
20210302210023,12,3,3,1,5,0,5,1,1,6,2,7,5,2,-1,-1,0
20210302210023,12,3,3,1,6,0,5,0,1,6,1,7,5,2,-1,-1,0
20210302210034,12,1,1,1,6,0,0,0,3,5,1,2,1,1,2,160000,2
20210302210034,2,2,3,1,5,0,0,0,3,5,1,2,1,1,2,160000,2
20210302210034,3,1,1,1,6,0,0,0,5,6,1,2,1,1,2,160000,2
20210302210038,11,1,1,1,0,0,0,0,1,6,1,5,1,1,2,128000,2
20210302210038,18,5,1,1,0,0,0,0,0,6,2,5,1,1,2,128000,2
20210302210038,18,13,1,1,0,0,0,0,0,6,2,5,1,1,2,128000,2
20210302210064,12,3,7,1,4,0,0,1,3,4,1,7,1,2,2,67307,0
20210302210064,18,7,3,1,5,0,0,1,2,4,1,7,1,2,2,67307,0
20210302210064,11,1,1,1,5,1,0,1,2,5,1,7,1,2,2,67307,0
20210302210090,5,1,1,1,3,1,2,5,3,2,1,6,1,1,2,211538,0
20210302210090,13,1,24,1,5,0,2,1,3,5,2,6,1,1,2,211538,0
20210302210090,2,2,1,1,3,1,2,1,2,3,2,6,1,1,2,211538,0
20210302210098,2,2,1,1,4,0,2,0,1,3,2,1,5,2,1,-1,1
20210302210098,11,1,1,1,5,0,0,1,0,4,2,1,5,2,1,-1,1
20210302210098,7,1,1,1,6,0,1,0,0,4,2,1,5,2,1,-1,1
